Customer ID,Total_Sales,Total_Orders,Total_Profit,Total_Quantity,Customer Segment
CUST2079,1013.06,2,268.14,3,Low Value
CUST2080,7501.07,3,1723.1599999999999,7,Medium Value
CUST2081,4399.64,4,1206.13,5,Low Value
CUST2082,12524.52,5,2199.24,7,Medium Value
CUST2083,25419.5,7,4327.35,11,High Value
CUST2084,11177.43,6,2912.76,15,Medium Value
CUST2085,350.12,1,83.03,1,Low Value
CUST2086,8030.65,3,1638.18,6,Medium Value
CUST2087,10947.77,4,2234.06,6,Medium Value
CUST2088,9907.23,3,2123.25,3,Medium Value
CUST2089,26033.29,7,5236.34,15,High Value
CUST2090,6254.1,6,1345.61,9,Medium Value
CUST2091,2144.89,1,510.12,2,Low Value
CUST2092,10464.560000000001,3,1431.1599999999999,7,Medium Value
CUST2093,3898.0,3,950.42,5,Low Value
CUST2094,27676.579999999998,4,4985.86,9,High Value
CUST2095,4807.54,2,1140.26,4,Low Value
CUST2096,4647.6,5,1327.95,9,Low Value
CUST2097,10268.95,5,2059.08,7,Medium Value
CUST2098,8193.4,3,1602.77,6,Medium Value
CUST2099,9141.16,6,1994.8600000000001,7,Medium Value
CUST2100,6196.43,2,1281.31,5,Medium Value
CUST2101,18549.12,8,4093.56,17,High Value
CUST2102,5102.89,3,1139.55,7,Medium Value
CUST2103,2932.59,1,516.64,3,Low Value
CUST2104,4778.639999999999,6,1248.57,8,Low Value
CUST2105,23744.489999999998,7,5483.639999999999,13,High Value
CUST2106,6949.7699999999995,5,1111.3200000000002,9,Medium Value
CUST2107,2397.52,1,697.0,2,Low Value
CUST2108,2665.87,1,700.91,2,Low Value
CUST2109,8279.41,5,2293.63,9,Medium Value
CUST2110,8242.48,4,1713.1799999999998,8,Medium Value
CUST2111,7616.4,4,1414.04,5,Medium Value
CUST2112,24610.52,6,5502.65,13,High Value
CUST2113,11588.91,7,2232.09,8,Medium Value
CUST2114,23979.63,7,4407.7300000000005,12,High Value
CUST2115,4393.27,2,734.07,4,Low Value
CUST2116,10978.2,4,2327.3399999999997,12,Medium Value
CUST2117,8965.779999999999,4,2144.5,7,Medium Value
CUST2118,3961.9500000000003,2,706.0699999999999,4,Low Value
CUST2119,9418.93,4,1995.6799999999998,5,Medium Value
CUST2120,1148.53,2,260.05,2,Low Value
CUST2121,22381.370000000003,6,4247.6,12,High Value
CUST2122,2822.85,2,577.06,2,Low Value
CUST2123,28443.41,5,6781.9,12,High Value
CUST2124,5545.79,4,1456.83,6,Medium Value
CUST2125,764.53,1,186.41,1,Low Value
CUST2127,726.3,1,217.35,2,Low Value
CUST2128,13548.61,3,3167.86,7,Medium Value
CUST2129,7658.200000000001,6,1804.25,10,Medium Value
CUST2130,5451.85,5,1220.51,9,Medium Value
CUST2131,8082.7699999999995,3,1139.75,6,Medium Value
CUST2132,14557.11,7,3287.37,12,High Value
CUST2133,4804.2,3,1088.84,4,Low Value
CUST2134,9088.57,2,1116.33,4,Medium Value
CUST2135,9730.86,5,1550.99,7,Medium Value
CUST2136,13026.3,6,3037.03,8,Medium Value
CUST2137,7051.66,4,1077.64,7,Medium Value
CUST2138,7264.87,3,1578.44,6,Medium Value
CUST2139,5539.4,3,1289.03,4,Medium Value
CUST2140,10509.24,4,2105.42,5,Medium Value
CUST2141,16291.92,4,3118.13,8,High Value
CUST2142,8279.65,4,2128.5699999999997,7,Medium Value
CUST2143,3853.02,5,974.76,5,Low Value
CUST2144,3163.24,2,671.53,2,Low Value
CUST2145,16326.04,5,3028.9900000000002,11,High Value
CUST2146,9259.67,1,2163.56,2,Medium Value
CUST2147,599.18,1,168.18,1,Low Value
CUST2148,24124.309999999998,10,5361.14,16,High Value
CUST2149,1549.68,1,331.38,2,Low Value
CUST2150,3236.3199999999997,3,974.9200000000001,6,Low Value
CUST2151,2990.71,2,749.31,4,Low Value
CUST2152,7920.35,5,1667.24,8,Medium Value
CUST2153,4531.75,2,963.76,4,Low Value
CUST2154,819.64,1,273.95,2,Low Value
CUST2155,14569.59,3,3106.29,12,High Value
CUST2156,8186.04,2,2075.83,3,Medium Value
CUST2157,9866.15,5,1994.04,9,Medium Value
CUST2158,9728.09,6,2574.78,9,Medium Value
CUST2159,5261.7,2,810.64,4,Medium Value
CUST2160,10987.54,5,2185.45,8,Medium Value
CUST2161,20778.989999999998,4,3560.0699999999997,10,High Value
CUST2162,9938.01,6,2065.17,12,Medium Value
CUST2163,5359.6900000000005,3,990.95,5,Medium Value
CUST2164,29711.14,5,6758.73,11,High Value
CUST2165,18404.3,8,4578.360000000001,13,High Value
CUST2166,7500.67,4,1725.25,8,Medium Value
CUST2167,4528.72,3,1021.36,7,Low Value
CUST2168,6119.0,6,1476.22,7,Medium Value
CUST2169,4591.2300000000005,4,1031.68,5,Low Value
CUST2170,29986.28,7,5470.87,11,High Value
CUST2171,2579.94,3,603.05,4,Low Value
CUST2172,1968.35,2,478.85,2,Low Value
CUST2173,11577.74,8,2825.2400000000002,13,Medium Value
CUST2174,19063.53,8,4596.7,13,High Value
CUST2175,4209.23,4,1021.36,5,Low Value
CUST2176,5823.469999999999,3,966.46,5,Medium Value
CUST2177,6840.0599999999995,5,1665.73,6,Medium Value
CUST2178,2187.41,3,684.4,3,Low Value
CUST2179,14091.050000000001,3,2857.38,6,Medium Value
CUST2180,12716.26,4,2205.52,12,Medium Value
CUST2181,11098.54,5,2288.75,6,Medium Value
CUST2182,9390.349999999999,3,1722.79,4,Medium Value
CUST2183,17033.010000000002,4,2855.7400000000002,9,High Value
CUST2184,7751.42,4,1629.04,7,Medium Value
CUST2185,12184.52,6,2501.15,13,Medium Value
CUST2186,689.88,2,214.37,2,Low Value
CUST2187,6363.09,1,1201.9,2,Medium Value
CUST2188,18389.96,8,4024.7400000000002,13,High Value
CUST2189,5252.0599999999995,3,1452.92,7,Medium Value
CUST2190,5330.6,5,1074.66,8,Medium Value
CUST2191,7684.51,4,1912.82,9,Medium Value
CUST2192,4282.31,2,701.3299999999999,4,Low Value
CUST2193,4418.53,1,710.74,4,Low Value
CUST2194,2523.23,2,488.87,2,Low Value
CUST2195,6766.09,4,1790.44,5,Medium Value
CUST2196,12236.58,4,2654.87,6,Medium Value
CUST2197,411.3,1,126.91,1,Low Value
CUST2198,8620.93,6,1899.38,7,Medium Value
CUST2199,1451.6599999999999,2,327.98,2,Low Value
CUST2200,563.96,1,190.95,1,Low Value
